KUNNR,BELNR,ZUONR,BLART,BLDAT,NETDT,VERZN,S_DMBTR,SGTXT,XBLNR
7022192,9974862732,9974862732,DR,20260108,2026-02-07 00:00:00,-30,71216.13,"",2601005241
7022192,9974862733,9974862733,DR,20260108,2026-02-07 00:00:00,-30,9917.58,"",2601005240
7022192,9974862734,9974862734,DR,20260108,2026-02-07 00:00:00,-30,6071.76,"",2601000937
7022192,9974862735,9974862735,DR,20260108,2026-02-07 00:00:00,-30,9915.27,"",2512047897
7022192,9974862736,9974862736,DR,20260108,2026-02-07 00:00:00,-30,7271.52,"",2601006126
7022192,9974862737,9974862737,DR,20260108,2026-02-07 00:00:00,-30,23026.600000000002,"",2601000444
7032385,9974637966,9974637966,DR,20250818,2025-09-17 00:00:00,113,450.04,21/10 Non GR // Cert.Tax inv.,14885630
7032385,9974662980,9974662980,DR,20250903,2025-10-03 00:00:00,97,353.28000000000003,17/12 นำส่ง Cert. Tax // 10/11 Non GR,14987901
7032385,9974803377,9974803377,DR,20251204,2026-01-03 00:00:00,5,472.06,"",15540416
7032385,9974803530,9974803530,DR,20251204,2026-01-03 00:00:00,5,660.13,"",15557806
7032385,9974824745,9974824745,DR,20251216,2026-01-15 00:00:00,-7,814.32,"",15625899
7032385,9974837005,9974837005,DR,20251222,2026-01-21 00:00:00,-13,3344.92,บิลยกเลิกรอ CN 01-27/12/25,15662907
7032385,9974843955,9974843955,DR,20251224,2026-01-23 00:00:00,-15,2186.84,บิลยกเลิกรอ CN 01-27/12/25,15675854
7032385,9974849373,9974849373,DR,20251226,2026-01-25 00:00:00,-17,7330.6900000000005,บิลยกเลิกรอ CN 30/12/25,15701793
7032385,9974857643,9974857643,DR,20260105,2026-02-04 00:00:00,-27,2353.4,"",15741479
7032385,9974857778,9974857778,DR,20260105,2026-02-04 00:00:00,-27,2227.9500000000003,"",15736865
7032385,9974861503,9974861503,DR,20260107,2026-02-06 00:00:00,-29,2371.39,"",15745856
7032385,9974861504,9974861504,DR,20260107,2026-02-06 00:00:00,-29,1798.3,"",15757382
7033918,9974586288,9974586288,DR,20250710,2025-08-09 00:00:00,152,472.06,10/09 Non GR // Cert.Tax inv,14623273
7033918,9974697496,9974697496,DR,20250925,2025-10-25 00:00:00,75,803.32,17/12 นำส่ง Cert. Tax // 10/11 Non GR,15101978
7033918,9974748721,9974748721,DR,20251031,2025-11-30 00:00:00,39,899.91,"",15318853
7033918,9974793714,9974793714,DR,20251128,2025-12-28 00:00:00,11,1285.59,"",15478127
7033918,9974793715,9974793715,DR,20251128,2025-12-28 00:00:00,11,880.9300000000001,"",15484346
7033918,9974793716,9974793716,DR,20251128,2025-12-28 00:00:00,11,404.93,"",15489819
7033918,9974793717,9974793717,DR,20251128,2025-12-28 00:00:00,11,2468.31,"",15502340
7033918,9974793718,9974793718,DR,20251128,2025-12-28 00:00:00,11,488.92,"",15498891
7033918,9974793719,9974793719,DR,20251128,2025-12-28 00:00:00,11,494.98,"",15522942
7033918,9974793720,9974793720,DR,20251128,2025-12-28 00:00:00,11,1874.6200000000001,"",15529093
7033918,9974802860,9974802860,DR,20251203,2026-01-02 00:00:00,6,2221.61,"",15534643
7033918,9974802861,9974802861,DR,20251203,2026-01-02 00:00:00,6,2658.93,"",15540414
7033918,9974802896,9974802896,DR,20251203,2026-01-02 00:00:00,6,402.05,"",15542986
7033918,9974802897,9974802897,DR,20251203,2026-01-02 00:00:00,6,2323.2400000000002,"",15546323
7033918,9974818967,9974818967,DR,20251213,2026-01-12 00:00:00,-4,983.9,"",15577083
7033918,9974818968,9974818968,DR,20251213,2026-01-12 00:00:00,-4,803.32,"",15582486
7033918,9974826977,9974826977,DR,20251217,2026-01-16 00:00:00,-8,2170.01,บิลยกเลิกรอ CN 01-27/12/25,15614504
7033918,9974826978,9974826978,DR,20251217,2026-01-16 00:00:00,-8,402.05,บิลยกเลิกรอ CN 01-27/12/25,15620319
7033918,9974827040,9974827040,DR,20251217,2026-01-16 00:00:00,-8,660.13,"",15625898
7033918,9974827041,9974827041,DR,20251217,2026-01-16 00:00:00,-8,880.9300000000001,"",15628516
7033918,9974827042,9974827042,DR,20251217,2026-01-16 00:00:00,-8,3095.56,บิลยกเลิกรอ CN 01-27/12/25,15631819
7033918,9974827043,9974827043,DR,20251217,2026-01-16 00:00:00,-8,2648.88,"",15651860
7033918,9974849136,9974849136,DR,20251226,2026-01-25 00:00:00,-17,1275.39,"",15657548
7033918,9974849137,9974849137,DR,20251226,2026-01-25 00:00:00,-17,2658.93,"",15687624
7033918,9974849138,9974849138,DR,20251226,2026-01-25 00:00:00,-17,3306.4300000000003,"",15696942
7033918,9974849163,9974849163,DR,20251226,2026-01-25 00:00:00,-17,4257.87,"",15672392
7033918,9974849164,9974849164,DR,20251226,2026-01-25 00:00:00,-17,3319.69,"",15675810
7033918,9974857644,9974857644,DR,20260105,2026-02-04 00:00:00,-27,3461.91,"",15754161
7033918,9974857779,9974857779,DR,20260105,2026-02-04 00:00:00,-27,1794.6000000000001,"",15745842
7037183,9974857880,9974857880,DR,20260105,2026-02-04 00:00:00,-27,12600.02,"",MCF 2026-001
7044060,9974798878,9974798878,DG,20251202,2025-12-02 00:00:00,37,-337.04,"",SFA97700942
7044060,9974798880,9974798880,DG,20251202,2025-12-02 00:00:00,37,-12537.91,"",SFA97700941
7044060,9974798881,9974798881,DG,20251202,2025-12-02 00:00:00,37,-2527.76,"",SFA97701019
7044060,9974798883,9974798883,DG,20251202,2025-12-02 00:00:00,37,-3515.8,"",SFA97701088
7044060,9974804466,9974804466,DG,20251204,2025-12-04 00:00:00,35,-580.64,"",PR_GR12_99_ONNR
7044060,9974805417,9974805417,DR,20251205,2026-01-04 00:00:00,4,16202.81,"",SFA96902798
7044060,9974833461,9974833461,DR,20251221,2026-01-20 00:00:00,-12,11354.01,"",SFA96902858
7044060,9974833463,9974833463,DR,20251221,2026-01-20 00:00:00,-12,2310.87,"",SFA96902857
7044060,9974847464,9974847464,DR,20251225,2026-01-24 00:00:00,-16,17351.33,"",SFA96902873
7044761,9974737335,9974737335,DR,20251025,2025-11-24 00:00:00,45,66797.53,"",CMI2510000000522
7044761,9974737336,9974737336,DR,20251025,2025-11-24 00:00:00,45,66797.53,"",CMI2510000000522
7044761,9974737337,9974737337,DR,20251025,2025-11-24 00:00:00,45,66797.53,"",CMI2510000000522
7044761,9974737338,9974737338,DR,20251025,2025-11-24 00:00:00,45,49875.49,"",CMI2510000000523
7044761,9974737538,9974737538,DR,20251025,2025-11-24 00:00:00,45,66797.53,"",CMI2510000000522
7044761,9974738406,9974738406,DR,20251026,2025-11-25 00:00:00,44,136266.96,"",CMI2510000000522
7044761,9974738510,9974738510,DR,20251026,2025-11-25 00:00:00,44,61083.08,"",CMI2510000000522
7044761,9974780577,9974780577,DG,20251120,2025-11-20 00:00:00,49,-5810.3,"",PR_WA11_64_RSNR
7044761,9974780580,9974780580,DG,20251120,2025-11-20 00:00:00,49,-1450.63,"",PR_WA11_65_RSNR
7044761,9974780592,9974780592,DG,20251120,2025-11-20 00:00:00,49,-22162.56,"",PR_WA11_69_RSNR
7044761,9974783362,9974783362,DR,20251122,2025-12-22 00:00:00,17,145420.38,"",CMI2511000000492
7044761,9974783363,9974783363,DR,20251122,2025-12-22 00:00:00,17,56754.97,"",CMI2511000000492
7044761,9974783364,9974783364,DR,20251122,2025-12-22 00:00:00,17,66797.53,"",CMI2511000000500
7044761,9974783365,9974783365,DR,20251122,2025-12-22 00:00:00,17,66797.53,"",CMI2511000000492
7044761,9974783366,9974783366,DR,20251122,2025-12-22 00:00:00,17,66797.53,"",CMI2511000000492
7044761,9974783367,9974783367,DR,20251122,2025-12-22 00:00:00,17,73130.61,"",CMI2511000000492
7044761,9974783368,9974783368,DR,20251122,2025-12-22 00:00:00,17,66797.53,"",CMI2511000000492
7044761,9974783369,9974783369,DR,20251122,2025-12-22 00:00:00,17,66797.53,"",CMI2511000000492
7044761,9974784072,9974784072,DR,20251123,2025-12-23 00:00:00,16,49875.49,"",CMI2511000000493
7044761,9974784073,9974784073,DR,20251123,2025-12-23 00:00:00,16,49875.49,"",CMI2511000000492
7044761,9974784074,9974784074,DR,20251123,2025-12-23 00:00:00,16,56754.97,"",CMI2511000000493
7044761,9974784075,9974784075,DR,20251123,2025-12-23 00:00:00,16,49875.49,"",CMI2511000000492
7044761,9974787295,9974787295,DG,20251125,2025-11-25 00:00:00,44,-51148.6,"",PR_WA11_84_RSNR
7044761,9974787888,"",RV,20251125,2025-11-25 00:00:00,44,-25933.600000000002,"",VR_WA11_04RSNR
7044761,9974789002,9974789002,DG,20251125,2025-11-25 00:00:00,44,-1358,"",PR_WA11_82_RSNR
7044761,9974797442,9974797442,DG,20251201,2025-12-01 00:00:00,38,-8730,"",PR_WA12_10_RSNR
7044761,9974797526,9974797526,DG,20251201,2025-12-01 00:00:00,38,-911.64,"",PR_WA12_09_RSNR
7044761,9974828999,9974828999,DG,20251218,2025-12-18 00:00:00,21,-1358,"",PR_WA12_47_RSNR
7044761,9974845303,9974845303,DG,20251225,2025-12-25 00:00:00,14,-13580,"",PR_WA12_61_RSNR
7044761,9974845305,9974845305,DG,20251225,2025-12-25 00:00:00,14,-1450.63,"",PR_WA12_63_RSNR
7044761,9974845307,9974845307,DG,20251225,2025-12-25 00:00:00,14,-20370,"",PR_WA12_64_RSNR
7044761,9974845308,9974845308,DG,20251225,2025-12-25 00:00:00,14,-13054.26,"",PR_WA12_65_RSNR
7044761,9974845309,9974845309,DG,20251225,2025-12-25 00:00:00,14,-8730,"",PR_WA12_84_RSNR
7044761,9974845311,9974845311,DG,20251225,2025-12-25 00:00:00,14,-1033.75,"",PR_WA12_86_RSNR
7044761,9974845559,"",RV,20251225,2025-12-25 00:00:00,14,-41535.840000000004,"",VR_WA12_06RSNR
7046327,9974811126,9974811126,DR,20251209,2026-01-08 00:00:00,0,1008721.4500000001,"",CMI2512000000190
7046327,9974831777,9974831777,DR,20251220,2026-01-19 00:00:00,-11,955316.98,"",CMI2512000000493
7046327,9974850424,9974850424,DR,20251227,2026-01-26 00:00:00,-18,964171.63,"",CMI2512000000655
7047663,9974797769,9974797769,DR,20251201,2025-12-31 00:00:00,8,862.22,"",15540413
7047663,9974810799,9974810799,DR,20251208,2026-01-07 00:00:00,1,2195.89,"",15565502
7047663,9974814232,9974814232,DR,20251210,2026-01-09 00:00:00,-1,488.92,"",15585404
7047663,9974822256,9974822256,DR,20251215,2026-01-14 00:00:00,-6,1591.25,"",15620321
7047663,9974827044,9974827044,DR,20251217,2026-01-16 00:00:00,-8,1768.8400000000001,"",15651848
7047663,9974837095,9974837095,DR,20251222,2026-01-21 00:00:00,-13,1153.1200000000001,"",15662908
7047663,9974847196,9974847196,DR,20251225,2026-01-24 00:00:00,-16,3592.53,บิลยกเลิกรอ CN 01-27/12/25,15696915
7047663,9974857512,9974857512,DR,20260105,2026-02-04 00:00:00,-27,3592.53,"",15745868
7048819,9974751127,9974751127,DR,20251103,2025-12-03 00:00:00,36,22140.010000000002,วบ.4.12 โอน 5.1,PO25100684
7048819,9974841701,9974841701,DR,20251224,2026-01-23 00:00:00,-15,22140.010000000002,วบ.5.1 โอน 5.2,PO25120417
7050087,9974763531,9974763531,DG,20251111,2025-11-11 00:00:00,58,-11640,"",PR_GR11_72_ONNR
7050087,9974774668,"",RV,20251118,2025-11-18 00:00:00,51,-41303.21,"",VR_WN11_01NKNR
7050087,9974775514,9974775514,DG,20251118,2025-11-18 00:00:00,51,-43650,"",PR_WN11_23_NKNR
7050087,9974777202,"",RV,20251119,2025-11-19 00:00:00,50,-48371.31,"",VR_WN11_05NKNR
7050087,9974780212,9974780212,DG,20251120,2025-11-20 00:00:00,49,-5255.1900000000005,"",PR_GR11_124_ONNR
7050087,9974780213,9974780213,DG,20251120,2025-11-20 00:00:00,49,-2319.27,"",PR_GR11_120_ONNR
7050087,9974785659,9974785659,DG,20251124,2025-11-24 00:00:00,45,-1358,"",PR_GR11_518_ONNR
7050087,9974785728,9974785728,DG,20251124,2025-11-24 00:00:00,45,-3092.36,"",PR_GR11_514_ONNR
7050087,9974789260,9974789260,DG,20251125,2025-11-25 00:00:00,44,-9700,"",PR_GR11_531_ONNR
7050087,9974798925,9974798925,DG,20251202,2025-12-02 00:00:00,37,-3395,"",PR_GR12_55_ONNR
7050087,9974799181,9974799181,DG,20251202,2025-12-02 00:00:00,37,-2716,"",PR_GR12_62_ONNR
7050087,9974799203,9974799203,DG,20251202,2025-12-02 00:00:00,37,-255.37,"",PR_GR12_57_ONNR
7050087,9974799267,9974799267,DG,20251202,2025-12-02 00:00:00,37,-225,"",PR_GR12_59_ONNR
7050087,9974801614,9974801614,DG,20251203,2025-12-03 00:00:00,36,-4685.1,"",PR_GR12_70_ONNR
7050087,9974801717,9974801717,DG,20251203,2025-12-03 00:00:00,36,-33135.2,"",PR_GR12_73_ONNR
7050087,9974801876,9974801876,DG,20251203,2025-12-03 00:00:00,36,-3007,"",PR_GR12_79_ONNR
7050087,9974802307,9974802307,DG,20251203,2025-12-03 00:00:00,36,-5063.400000000001,"",PR_GR12_86_ONNR
7050087,9974802592,9974802592,DG,20251203,2025-12-03 00:00:00,36,-11640,"",PR_GR12_75_ONNR
7050087,9974804455,9974804455,DG,20251204,2025-12-04 00:00:00,35,-2816.1,"",PR_GR12_97_ONNR
7050087,9974804523,9974804523,DG,20251204,2025-12-04 00:00:00,35,-2910,"",PR_GR12_100_ONNR
7050087,9974806078,9974806078,DR,20251205,2026-01-04 00:00:00,4,459144.18,"",SFA2604785
7050087,9974806082,9974806082,DR,20251205,2026-01-04 00:00:00,4,282962.43,"",SFA2604788
7050087,9974806085,9974806085,DR,20251205,2026-01-04 00:00:00,4,450350.65,"",SFA2604789
7050087,9974806122,9974806122,DR,20251205,2026-01-04 00:00:00,4,356870.62,"",SFA2604787
7050087,9974806578,9974806578,DG,20251205,2025-12-05 00:00:00,34,-481.57,"",PR_GR12_112_ONNR
7050087,9974806579,9974806579,DG,20251205,2025-12-05 00:00:00,34,-3771.6,"",PR_GR12_109_ONNR
7050087,9974806581,9974806581,DG,20251205,2025-12-05 00:00:00,34,-163.35,"",PR_GR12_106_ONNR
7050087,9974806582,9974806582,DG,20251205,2025-12-05 00:00:00,34,-194.82,"",PR_GR12_116_ONNR
7050087,9974809226,9974809226,DG,20251208,2025-12-08 00:00:00,31,-1309.5,"",PR_WN12_24_NKNR
7050087,9974809667,9974809667,DG,20251208,2025-12-08 00:00:00,31,-840,"",PR_WN12_16_NKNR
7050087,9974809760,9974809760,DG,20251208,2025-12-08 00:00:00,31,-400,"",PR_WN12_16_NKNR
7050087,9974811482,9974811482,DG,20251209,2025-12-09 00:00:00,30,-152.22,"",PR_GR12_130_ONNR
7050087,9974811534,9974811534,DG,20251209,2025-12-09 00:00:00,30,-8633.99,"",PR_GR12_122_ONNR
7050087,9974811545,9974811545,DG,20251209,2025-12-09 00:00:00,30,-187.91,"",PR_GR12_119_ONNR
7050087,9974811965,9974811965,DR,20251209,2026-01-08 00:00:00,0,1114190.17,"",SFA2604786
7050087,9974813525,9974813525,DG,20251210,2025-12-10 00:00:00,29,-1707.2,"",PR_GR12_133_ONNR
7050087,9974813569,9974813569,DG,20251210,2025-12-10 00:00:00,29,-6756.67,"",PR_GR12_137_ONNR
7050087,9974817763,9974817763,DG,20251212,2025-12-12 00:00:00,27,-6925.8,"",PR_GR12_188_ONNR
7050087,9974817953,9974817953,DG,20251212,2025-12-12 00:00:00,27,-4313.84,"",PR_GR12_183_ONNR
7050087,9974828356,9974828356,DG,20251218,2025-12-18 00:00:00,21,-500,"",PR_GR12_191_ONNR
7050087,9974834868,9974834868,DG,20251222,2025-12-22 00:00:00,17,-255.37,"",PR_GR12_227_ONNR
7050087,9974834922,9974834922,DG,20251222,2025-12-22 00:00:00,17,-3734.5,"",PR_GR12_225_ONNR
7050087,9974834968,9974834968,DG,20251222,2025-12-22 00:00:00,17,-275,"",PR_GR12_229_ONNR
7050087,9974835003,9974835003,DG,20251222,2025-12-22 00:00:00,17,-500,"",PR_WN12_55_NKNR
7050087,9974835300,9974835300,DG,20251222,2025-12-22 00:00:00,17,-3734.5,"",PR_GR12_232_ONNR
7050087,9974835342,9974835342,DG,20251222,2025-12-22 00:00:00,17,-2541.4,"",PR_WN12_55_NKNR
7050087,9974835376,9974835376,DG,20251222,2025-12-22 00:00:00,17,-3569.6,"",PR_WN12_42_NKNR
7050087,9974835379,9974835379,DG,20251222,2025-12-22 00:00:00,17,-2890.6,"",PR_WN12_42_NKNR
7050087,9974835409,9974835409,DG,20251222,2025-12-22 00:00:00,17,-2638.4,"",PR_WN12_42_NKNR
7050087,9974835418,9974835418,DG,20251222,2025-12-22 00:00:00,17,-1644.15,"",PR_WN12_45_NKNR
7050087,9974835419,9974835419,DG,20251222,2025-12-22 00:00:00,17,-2696.6,"",PR_WN12_45_NKNR
7050087,9974835470,9974835470,DG,20251222,2025-12-22 00:00:00,17,-350,"",PR_WN12_65_NKNR
7050087,9974835593,9974835593,DG,20251222,2025-12-22 00:00:00,17,-1358,"",PR_WN12_74_NKNR
7050087,9974835877,9974835877,DG,20251222,2025-12-22 00:00:00,17,-720,"",PR_WN12_55_NKNR
7050087,9974835917,9974835917,DG,20251222,2025-12-22 00:00:00,17,-500,"",PR_WN12_74_NKNR
7050087,9974835919,9974835919,DG,20251222,2025-12-22 00:00:00,17,-720,"",PR_WN12_74_NKNR
7050087,9974835924,9974835924,DG,20251222,2025-12-22 00:00:00,17,-3518.19,"",PR_WN12_68_NKNR
7050087,9974835944,9974835944,DG,20251222,2025-12-22 00:00:00,17,-1358,"",PR_WN12_55_NKNR
7050087,9974835958,9974835958,DG,20251222,2025-12-22 00:00:00,17,-3390.15,"",PR_WN12_45_NKNR
7050087,9974836242,9974836242,DG,20251222,2025-12-22 00:00:00,17,-3758.75,"",PR_WN12_58_NKNR
7050087,9974836303,9974836303,DG,20251222,2025-12-22 00:00:00,17,-350,"",PR_WN12_58_NKNR
7050087,9974836322,9974836322,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_58_NKNR
7050087,9974836351,9974836351,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_58_NKNR
7050087,9974836353,9974836353,DG,20251222,2025-12-22 00:00:00,17,-375,"",PR_WN12_58_NKNR
7050087,9974836678,9974836678,DG,20251222,2025-12-22 00:00:00,17,-375,"",PR_WN12_65_NKNR
7050087,9974836733,9974836733,DG,20251222,2025-12-22 00:00:00,17,-600,"",PR_WN12_65_NKNR
7050087,9974836737,9974836737,DG,20251222,2025-12-22 00:00:00,17,-700,"",PR_WN12_65_NKNR
7050087,9974836744,9974836744,DG,20251222,2025-12-22 00:00:00,17,-775,"",PR_WN12_65_NKNR
7050087,9974836776,9974836776,DG,20251222,2025-12-22 00:00:00,17,-1552,"",PR_WN12_77_NKNR
7050087,9974836886,9974836886,DG,20251222,2025-12-22 00:00:00,17,-1042.75,"",PR_WN12_65_NKNR
7050087,9974837852,9974837852,DG,20251223,2025-12-23 00:00:00,16,-970,"",PR_WN12_80_NKNR
7050087,9974837853,9974837853,DG,20251223,2025-12-23 00:00:00,16,-775,"",PR_WN12_58_NKNR
7050087,9974837871,9974837871,DG,20251223,2025-12-23 00:00:00,16,-840,"",PR_WN12_80_NKNR
7050087,9974837882,9974837882,DG,20251223,2025-12-23 00:00:00,16,-1042.75,"",PR_WN12_58_NKNR
7050087,9974838712,9974838712,DG,20251223,2025-12-23 00:00:00,16,-900,"",PR_GR12_245_ONNR
7050087,9974838733,9974838733,DG,20251223,2025-12-23 00:00:00,16,-8730,"",PR_GR12_247_ONNR
7050087,9974838750,9974838750,DG,20251223,2025-12-23 00:00:00,16,-957.08,"",PR_WA12_115_RSNR
7050087,9974838942,9974838942,DG,20251223,2025-12-23 00:00:00,16,-17954.7,"",PR_GR12_527_ONNR
7050087,9974839507,9974839507,DG,20251223,2025-12-23 00:00:00,16,-4505.77,"",PR_GR12_547_ONNR
7050087,9974839586,9974839586,DG,20251223,2025-12-23 00:00:00,16,-26415.04,"",PR_GR12_524_ONNR
7050087,9974842659,9974842659,DG,20251224,2025-12-24 00:00:00,15,-1387.1000000000001,"",PR_GR12_574_ONNR
7050087,9974842666,9974842666,DG,20251224,2025-12-24 00:00:00,15,-5630.56,"",PR_GR12_579_ONNR
7050087,9974842757,9974842757,DG,20251224,2025-12-24 00:00:00,15,-2319.27,"",PR_GR12_590_ONNR
7050087,9974843173,9974843173,DG,20251224,2025-12-24 00:00:00,15,-797,"",PR_GR12_588_ONNR
7050087,9974843410,9974843410,DG,20251224,2025-12-24 00:00:00,15,-9700,"",PR_GR12_597_ONNR
7050087,9974846822,9974846822,DG,20251225,2025-12-25 00:00:00,14,-2627.7400000000002,"",PR_GR12_533_ONNR
7050087,9974846825,9974846825,DG,20251225,2025-12-25 00:00:00,14,-539.0600000000001,"",PR_GR12_562_ONNR
7050087,9974846828,9974846828,DG,20251225,2025-12-25 00:00:00,14,-268.03000000000003,"",PR_GR12_559_ONNR
7050087,9974847024,9974847024,DG,20251225,2025-12-25 00:00:00,14,-11640,"",PR_GR12_550_ONNR
7050087,9974847026,9974847026,DG,20251225,2025-12-25 00:00:00,14,-1110.67,"",PR_GR12_556_ONNR
7050087,9974850569,9974850569,DR,20251227,2026-01-26 00:00:00,-18,284407.33,"",SFA2604844
7050087,9974850570,9974850570,DR,20251227,2026-01-26 00:00:00,-18,148262.24,"",SFA2604853
7050909,9974755448,9974755448,DR,20251106,2025-12-06 00:00:00,33,722767.99,วบ 04.12.2025 รอบชำระ 22.01.2026,POM429958-1
7050909,9974797173,9974797173,DR,20251201,2025-12-31 00:00:00,8,521169.72000000003,วบ 05.12.2056 รอบชำระ 19.12.2026,POM431574-1
7051492,9974711983,9974711983,DR,20251006,2025-11-05 00:00:00,64,353.28000000000003,"CNRQORD#43753042 -5,773.67",15204517
7051492,9974712083,9974712083,DR,20251006,2025-11-05 00:00:00,64,450.04,"CNRQORD#43753042 -5,773.67",15198295
7051492,9974722036,9974722036,DR,20251014,2025-11-13 00:00:00,56,527.65,"CNRQORD#43753042 -5,773.67",15234566
7051492,9974722037,9974722037,DR,20251014,2025-11-13 00:00:00,56,472.06,"CNRQORD#43753042 -5,773.67",15243471
7051492,9974722038,9974722038,DR,20251014,2025-11-13 00:00:00,56,706.5600000000001,"CNRQORD#43753042 -5,773.67",15246952
7051492,9974729971,9974729971,DR,20251021,2025-11-20 00:00:00,49,990.14,"CNRQORD#43753042 -5,773.67",15289429
7051492,9974730020,9974730020,DR,20251021,2025-11-20 00:00:00,49,450.04,"CNRQORD#43753042 -5,773.67",15271984
7051492,9974745123,9974745123,DR,20251029,2025-11-28 00:00:00,41,488.92,"CNRQORD#43753042 -5,773.67",15318902
7051492,9974745124,9974745124,DR,20251029,2025-11-28 00:00:00,41,494.96000000000004,"CNRQORD#43753042 -5,773.67",15331962
7051492,9974768105,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-1754.5900000000001,"CNRQORD#43753042 -5,773.67",11521312
7051492,9974768106,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-269.96,"CNRQORD#43753042 -5,773.67",11521313
7051492,9974768107,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-483.65000000000003,"CNRQORD#43753042 -5,773.67",12379442
7051492,9974768108,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-697.49,"CNRQORD#43753042 -5,773.67",12472639
7051492,9974768109,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-1815,"CNRQORD#43753042 -5,773.67",15403427
7051492,9974768110,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-26.25,"CNRQORD#43753042 -5,773.67",11554396
7051492,9974768111,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-15,"CNRQORD#43753042 -5,773.67",12391565
7051492,9974768112,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-82.5,"CNRQORD#43753042 -5,773.67",15063823
7051492,9974768113,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-176.65,"CNRQORD#43753042 -5,773.67",11521312
7051492,9974768114,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-85.32000000000001,"CNRQORD#43753042 -5,773.67",12551483
7051492,9974768115,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-262.26,"CNRQORD#43753042 -5,773.67",12930584
7051492,9974768116,นำส่ง CN 01.12.25,DG,20251113,2025-11-13 00:00:00,56,-105.01,"CNRQORD#43753042 -5,773.67",14037621
7051492,9974814290,9974814290,DR,20251210,2026-01-09 00:00:00,-1,1250.94,"",15608596
7051492,9974857557,9974857557,DR,20260105,2026-02-04 00:00:00,-27,1723,"",15757406
7057493,9974782589,9974782589,DR,20251121,2025-12-21 00:00:00,18,4935.06,"",2511028154
7057493,9974782590,9974782590,DR,20251121,2025-12-21 00:00:00,18,23909.920000000002,"",2511032804
7057493,9974782591,9974782591,DR,20251121,2025-12-21 00:00:00,18,2748.9700000000003,"",2511024664
7057493,9974782592,9974782592,DR,20251121,2025-12-21 00:00:00,18,4582.37,"",2511032803
7057493,9974782593,9974782593,DR,20251121,2025-12-21 00:00:00,18,6729.49,"",2511032802
7057493,9974782594,9974782594,DR,20251121,2025-12-21 00:00:00,18,15396.84,"",2511028153
7057493,9974782595,9974782595,DR,20251121,2025-12-21 00:00:00,18,8322.83,"",2511033631
7057493,9974782596,9974782596,DR,20251121,2025-12-21 00:00:00,18,12124.800000000001,"",2511026669
7057493,9974782597,9974782597,DR,20251121,2025-12-21 00:00:00,18,89754.87,"",2511032800
7057493,9974782598,9974782598,DR,20251121,2025-12-21 00:00:00,18,2038.5900000000001,"",2511033196
7057493,9974789665,9974789665,DR,20251125,2025-12-25 00:00:00,14,46073.85,"",2511045462
7057493,9974789666,9974789666,DR,20251125,2025-12-25 00:00:00,14,19394.38,"",2511045439
7057493,9974789667,9974789667,DR,20251125,2025-12-25 00:00:00,14,81389.85,"",2511038578
7057493,9974793689,9974793689,DR,20251128,2025-12-28 00:00:00,11,39313.66,"",2511047753
7057493,9974793690,9974793690,DR,20251128,2025-12-28 00:00:00,11,1506.22,"",2511048755
7057493,9974795325,9974795325,DR,20251129,2025-12-29 00:00:00,10,10876.1,"",2511050378
7057493,9974795326,9974795326,DR,20251129,2025-12-29 00:00:00,10,61042.4,"",2511050377
7057493,9974795327,9974795327,DR,20251129,2025-12-29 00:00:00,10,34858.81,"",2511050376
7057493,9974795328,9974795328,DR,20251129,2025-12-29 00:00:00,10,93903.23,"",2511050372
7057493,9974803241,9974803241,DR,20251204,2026-01-03 00:00:00,5,12195.880000000001,"",2512001995
7057493,9974803242,9974803242,DR,20251204,2026-01-03 00:00:00,5,87907.94,"",2512001939
7057493,9974803243,9974803243,DR,20251204,2026-01-03 00:00:00,5,531.69,"",2512005402
7057493,9974803244,9974803244,DR,20251204,2026-01-03 00:00:00,5,753.11,"",2511055933
7057493,9974803245,9974803245,DR,20251204,2026-01-03 00:00:00,5,8700.880000000001,"",2512001941
7057493,9974803246,9974803246,DR,20251204,2026-01-03 00:00:00,5,1219.59,"",2512000412
7057493,9974803247,9974803247,DR,20251204,2026-01-03 00:00:00,5,36219.92,"",2512001706
7057493,9974803248,9974803248,DR,20251204,2026-01-03 00:00:00,5,4223.83,"",2512001940
7057493,9974803256,9974803256,DR,20251204,2026-01-03 00:00:00,5,40210.4,"",2511054591
7057493,9974815092,9974815092,DR,20251211,2026-01-10 00:00:00,-2,45253.44,"",2512016678
